Character,Gender,Alive?,Title,Forename,Surname,Birth name,Alias,Screentime
Lady Alysanne Ambrose (Hightower),female,alive,Lord / Lady,Alysanne,Ambrose,Hightower,none,1
Jeyne Fossoway,female,alive,Civilian,Jeyne,Fossoway,unknown,none,1
Lord Tommen Costayne,male,alive,Lord / Lady,Tommen,Costayne,unknown,none,1
Lord Martyn Mullendore,male,alive,Lord / Lady,Martyn,Mullendore,unknown,none,1
Lord Warryn Beesbury,male,alive,Lord / Lady,Warryn,Beesbury,unknown,none,1
Lord Branston Cuy,male,alive,Lord / Lady,Branston,Cuy,unknown,none,1
Archmaester Gallard,male,alive,Archmaester,Gallard,unknown,unknown,none,1
Archmaester Castos,male,alive,Archmaester,Castos,unknown,unknown,none,1
Archmaester Zarabelo,male,alive,Archmaester,Zarabelo,unknown,unknown,none,1
Archmaester Garizon,male,alive,Archmaester,Garizon,unknown,unknown,none,1
Archmaester Nymos,male,alive,Archmaester,Nymos,unknown,unknown,none,1
Archmaester Cetheres,male,alive,Archmaester,Cetheres,unknown,unknown,none,1
Archmaester Willifer,male,alive,Archmaester,Willifer,unknown,unknown,none,1
Archmaester Mollos,male,alive,Archmaester,Mollos,unknown,unknown,none,1
Archmaester Harodon,male,alive,Archmaester,Harodon,unknown,unknown,none,1
Archmaester Guyne,male,alive,Archmaester,Guyne,unknown,unknown,none,1
Archmaester Agrivane,male,alive,Archmaester,Agrivane,unknown,unknown,none,1
Archmaester Ocley,male,alive,Archmaester,Ocley,unknown,unknown,none,1
Ser Gareth Clifton,male,alive,Ser,Gareth,Clifton,unknown,none,1
Liane Vance,female,alive,Civilian,Liane,Vance,unknown,none,1
Rhialta Vance,female,alive,Civilian,Rhialta,Vance,unknown,none,1
Emphyria Vance,female,alive,Civilian,Emphyria,Vance,unknown,none,1
Ser Bennard Brune,male,alive,Ser,Bennard,Brune,unknown,none,1
"Meg, Swampy Meg",female,alive,Civilian,Meg,unknown,unknown,Swampy Meg,1
"Jon, O' Nutten",male,alive,Civilian,Jon,unknown,unknown,O' Nutten,1
"Geoff, The Squirrel",male,alive,Civilian,Geoff,unknown,unknown,The Squirrel,1
Haggon,male,dead,Civilian,Haggon,unknown,unknown,none,1
Thistle,female,dead,Civilian,Thistle,unknown,unknown,none,1
Mother Mole,female,dead,Civilian,unknown,unknown,unknown,Mother Mole,1
Bump,male,dead,Civilian,Bump,unknown,unknown,none,1
Borroq,male,alive,Civilian,Borroq,unknown,unknown,none,1
Briar,male,dead,Civilian,Briar,unknown,unknown,none,1
Grisella,female,dead,Civilian,Grisella,unknown,unknown,none,1
Meha,female,dead,Civilian,Meha,unknown,unknown,none,1
Lord Runceford Redwyne,male,dead,Lord / Lady,Runceford,Redwyne,unknown,none,1
Magister Ordello,male,dead,Magister,Ordello,unknown,unknown,none,1
Stalwart Shield,male,dead,Civilian,Stalwart,Shield,unknown,none,1
Reznak mo Reznak,male,alive,Civilian,Reznak,mo Reznak,unknown,none,1
"Skahaz mo Kandaq, Shavepate",male,alive,Civilian,Skahaz,mo Kandaq,unknown,Shavepate,1
"Galazza Galare, The Green Grace",female,alive,Civilian,Galazza,Galare,unknown,The Green Grace,1
Hizdahr zo Loraq,male,alive,Civilian,Hizdahr,zo Loraq,unknown,none,1
Grazdan zo Galare,male,alive,Civilian,Grazdan,zo Galare,unknown,none,1
Lyanna Mormont,female,alive,Civilian,Lyanna,Mormont,unknown,none,1
Arnolf Karstark,male,alive,Civilian,Arnolf,Karstark,unknown,none,1
Pytho Malanon,male,alive,Civilian,Pytho,Malanon,unknown,none,1
"Ser Aegor Rivers, Bittersteel",male,dead,Ser,Aegor,Rivers,unknown,Bittersteel,1
"King Hugor, Of the Hill",male,dead,King / Queen,Hugor,unknown,unknown,Of the Hill,1
"Serra, Wife of Illyrio",female,dead,Civilian,Serra,unknown,unknown,Wife of Illyrio,1
Ser Gerris Drinkwater,male,alive,Ser,Gerris,Drinkwater,unknown,none,1
Willam Wells,male,dead,Civilian,Willam,Wells,unknown,none,1
Ynys Yronwood,female,alive,Civilian,Ynys,Yronwood,unknown,none,1
Gwyneth Yronwood,female,alive,Civilian,Gwyneth,Yronwood,unknown,none,1
"Ser Archibald Yronwood, Arch/The Big Man",male,alive,Ser,Archibald,Yronwood,unknown,Arch/The Big Man,1
"Lord Commander Jack Musgood, Jolly Jack",male,dead, Commander,Jack,Musgood,unknown,Jolly Jack,1
"Lord Harmond Umber, The Drunken Giant",male,dead,Lord / Lady,Harmond,Umber,unknown,The Drunken Giant,1
Manly Stokeworth,male,dead,Civilian,Manly,Stokeworth,unknown,none,1
"Jack Crabb, Red Jack Crabb",male,alive,Civilian,Jack,Crabb,unknown,Red Jack Crabb,1
Rusty Flowers,male,alive,Civilian,Rusty,Flowers,unknown,none,1
"Haldon, Halfmaester",male,alive,Civilian,Haldon,unknown,unknown,Halfmaester,1
"Ser Rolly Duckfield, Duck",male,alive,Ser,Rolly,Duckfield,unknown,Duck,1
Khal Motho,male,alive,Khal,Motho,unknown,unknown,none,1
Khal Zekko,male,alive,Khal,Zekko,unknown,unknown,none,1
Ser Byron Swann,male,dead,Ser,Byron,Swann,unknown,none,1
Grand Maester Munkun,male,dead,Grand Maester,Munkun,unknown,unknown,none,1
Prince Aemond Targaryen,male,dead,Prince,Aemond,Targaryen,unknown,none,1
Septa Lemore,female,alive,Septa,Lemore,unknown,unknown,none,1
"Urho, The Unwashed",male,dead,Civilian,Urho,unknown,unknown,The Unwashed,1
"Lady Korra, The Good",female,dead,Lord / Lady,Korra,unknown,unknown,The Good,1
The Shrouded Lord,male,dead,Civilian,unknown,unknown,unknown,The Shrouded Lord,1
Ser Harry Strickland,male,alive,Ser,Harry,Strickland,unknown,none,1
Lomas Longstrider,male,dead,Civilian,Lomas,Longstrider,unknown,none,1
Ysilla,female,alive,Civilian,Ysilla,unknown,unknown,none,1
Gella,female,alive,Civilian,Gella,unknown,unknown,none,1
Marq Grafton,male,dead,Civilian,Marq,Grafton,unknown,none,1
"Ben, Bearded Ben",male,alive,Civilian,Ben,unknown,unknown,Bearded Ben,1
Sigorn,male,alive,Civilian,Sigorn,unknown,unknown,none,1
Halleck,male,alive,Civilian,Halleck,unknown,unknown,none,1
Black Fist,male,dead,Civilian,Black Fist,unknown,unknown,none,1
Cetherys,male,dead,Civilian,Cetherys,unknown,unknown,none,1
Mossador,male,dead,Civilian,Mossador,unknown,unknown,none,1
Duran,male,dead,Civilian,Duran,unknown,unknown,none,1
Eladon Goldenhair,male,dead,Civilian,Eladon Goldenhair,unknown,unknown,none,1
Loyal Spear,male,dead,Civilian,Loyal Spear,unknown,unknown,none,1
Marselen,male,alive,Civilian,Marselen,unknown,unknown,none,1
Rylona Rhee,female,dead,Civilian,Rylona,Rhee,unknown,none,1
Khrazz,male,dead,Civilian,Khrazz,unknown,unknown,none,1
"Barsena, Barsena Blackhair",female,dead,Civilian,Barsena,unknown,unknown,Barsena Blackhair,1
"Camarron, Of the Count",male,dead,Civilian,Camarron,unknown,unknown,Of the Count,1
"Goghor, The Giant",male,alive,Civilian,Goghor,unknown,unknown,The Giant,1
The Spotted Cat,male,alive,Civilian,unknown,unknown,unknown,The Spotted Cat,1
"Ithoke, Fearless Ithoke",male,alive,Civilian,Ithoke,unknown,unknown,Fearless Ithoke,1
"Belaquo, Belaquo Bonebreaker",male,alive,Civilian,Belaquo,unknown,unknown,Belaquo Bonebreaker,1
Hazzea,female,dead,Civilian,Hazzea,unknown,unknown,none,1
"Ben, Ben Bones",male,alive,Civilian,Ben,unknown,unknown,Ben Bones,1
"Damon, Damon Dance-For-Me",male,alive,Civilian,Damon,unknown,unknown,Damon Dance-For-Me,1
Grunt,male,alive,Civilian,Grunt,unknown,unknown,none,1
"Alyn, Sour Alyn",male,alive,Civilian,Alyn,unknown,unknown,Sour Alyn,1
Skinner,male,alive,Civilian,Skinner,unknown,unknown,none,1
"Dick, Yellow Dick",male,dead,Civilian,Dick,unknown,unknown,Yellow Dick,1
Yandry,male,alive,Civilian,Yandry,unknown,unknown,none,1
Galendro,male,alive,Civilian,Galendro,unknown,unknown,none,1
Triarch Malaquo Maegyr,male,alive,Triarch,Malaquo,Maegyr,unknown,none,1
Triarch Nyessos Vhassar,male,alive,Triarch,Nyessos,Vhassar,unknown,none,1
Triarch Doniphos Paenymion,male,alive,Triarch,Doniphos,Paenymion,unknown,none,1
Casso Mogat,male,alive,Civilian,Casso,Mogat,unknown,none,1
Mezzara Merreq,female,alive,Civilian,Mezzara,Merreq,unknown,none,1
Jaqqa Rhan Rommo,male,alive,Jaqqa Rhan,Rommo,unknown,unknown,none,1
Mollono Yos Dob,male,dead,Civilian,Mollono,Yos Dob,unknown,none,1
Symon Stripeback,male,alive,Civilian,Symon,Stripeback,unknown,none,1
Wick Whittlestick,male,alive,Civilian,Wick,Whittlestick,unknown,none,1
Lord Hoarfrost Umber,male,alive,Lord / Lady,Hoarfrost,Umber,unknown,none,1
Lord Sweet,male,alive,Lord / Lady,unknown,Sweet,unknown,none,1
Ser Marlon Manderly,male,alive,Ser,Marlon,Manderly,unknown,none,1
Maester Theomore (Lannister),male,alive,Maester,Theomore,unknown,Lannister,none,1
Lady Leona Manderly (Woolfield),female,alive,Lord / Lady,Leona,Manderly,Woolfield,none,1
Wylla Manderly,female,alive,Civilian,Wylla,Manderly,unknown,none,1
Dagon Codd,male,dead,Civilian,Dagon,Codd,unknown,none,1
Adrack Humble,male,dead,Civilian,Adrack,Humble,unknown,none,1
Roger Ryswell,male,alive,Civilian,Roger,Ryswell,unknown,none,1
Rickard Ryswell,male,alive,Civilian,Rickard,Ryswell,unknown,none,1
Ty,male,alive,Civilian,Ty,unknown,unknown,none,1
Rory,male,alive,Civilian,Rory,unknown,unknown,none,1
Butts,male,alive,Civilian,Butts,unknown,unknown,none,1
Qavo Nogarys,male,alive,Civilian,Qavo,Nogarys,unknown,none,1
Triarch Horonno,male,dead,Triarch,Horonno,unknown,unknown,none,1
Benerro,male,alive,Civilian,Benerro,unknown,unknown,none,1
Qezza,female,alive,Civilian,Qezza,unknown,unknown,none,1
Grazhar,male,alive,Civilian,Grazhar,unknown,unknown,none,1
Cleon the Second,male,dead,King / Queen,unknown,unknown,unknown,Cleon the Second,1
King Cutthroat,male,dead,King / Queen,unknown,unknown,unknown,King Cutthroat,1
Queen Whore,female,dead,King / Queen,unknown,unknown,unknown,Queen Whore,1
"Mazdhan zo Loraq, The Magnificent",male,dead,Civilian,Mazdhan,zo Loraq,unknown,The Magnificent,1
"Hazrak zo Loraq, The Handsome",male,dead,Civilian,Hazrak,zo Loraq,unknown,The Handsome,1
"Zharaq zo Loraq, The Liberator",male,dead,Civilian,Zharaq,zo Loraq,unknown,The Liberator,1
"Myles Toyne, Blackheart",male,dead,Civilian,Myles,Toyne,unknown,Blackheart,1
Franklyn Flowers,male,alive,Civilian,Franklyn,Flowers,unknown,none,1
Marq Mandrake,male,alive,Civilian,Marq,Mandrake,unknown,none,1
"Balaq, Black Balaq",male,alive,Civilian,Balaq,unknown,unknown,Black Balaq,1
Gorys Edoryen,male,alive,Civilian,Gorys,Edoryen,unknown,none,1
Lysono Maar,male,alive,Civilian,Lysono,Maar,unknown,none,1
Watkyn,male,alive,Civilian,Watkyn,unknown,unknown,none,1
Laswell Peake,male,alive,Civilian,Laswell,Peake,unknown,none,1
Ser Tristan Rivers,male,alive,Ser,Tristan,Rivers,unknown,none,1
Dick Straw,male,alive,Civilian,Dick,Straw,unknown,none,1
"Bill Bone, Old Bill Bone",male,alive,Civilian,Bill,Bone,unknown,Old Bill Bone,1
Myrio Myrakis,male,alive,Civilian,Myrio,Myrakis,unknown,none,1
The Tattered Prince,male,alive,Civilian,unknown,unknown,unknown,The Tattered Prince,1
Caggo,male,alive,Civilian,Caggo,unknown,unknown,none,1
"Baqq, Beans",male,alive,Civilian,Baqq,unknown,unknown,Beans,1
Gerrold Redback,male,alive,Civilian,Gerrold,Redback,unknown,none,1
"Gerrold, Black Gerrold",male,alive,Civilian,Gerrold,unknown,unknown,Black Gerrold,1
Books,male,alive,Civilian,Books,unknown,unknown,none,1
Bloodbeard,male,alive,Civilian,Bloodbeard,unknown,unknown,none,1
Yurkhaz zo Yunzak,male,dead,Civilian,Yurkhaz,zo Yunzak,unknown,none,1
"Yezzan zo Qaggaz, Yellow Whale",male,dead,Civilian,Yezzan,zo Qaggaz,unknown,Yellow Whale,1
"Malazza, Girl General",female,alive,Civilian,Malazza,unknown,unknown,Girl General,1
"Paezhar zo Myraq, Little Pigeon",male,alive,Civilian,Paezhar,zo Myraq,unknown,Little Pigeon,1
"Ghazdor zo Ahlaq, Lord Wobblecheeks",male,alive,Civilian,Ghazdor,zo Ahlaq,unknown,Lord Wobblecheeks,1
"Morghaz zo Zherzyn, The Drunken Conqueror",male,alive,Civilian,Morghaz,zo Zherzyn,unknown,The Drunken Conqueror,1
The Beastmaster,male,alive,Civilian,unknown,unknown,unknown,The Beastmaster,1
"Gorzhak zo Eraz, Pudding Face",male,dead,Civilian,Gorzhak,zo Eraz,unknown,Pudding Face,1
"Faezhar zo Faez, The Rabbit",male,alive,Civilian,Faezhar,zo Faez,unknown,The Rabbit,1
The Charioteer,male,alive,Civilian,unknown,unknown,unknown,The Charioteer,1
The Perfumed Hero,male,alive,Civilian,unknown,unknown,unknown,The Perfumed Hero,1
Denzo D'han,male,alive,Civilian,Denzo,D'han,unknown,none,1
"Meris, Pretty Meris",female,alive,Civilian,Meris,unknown,unknown,Pretty Meris,1
Hugh Hungerford,male,alive,Civilian,Hugh,Hungerford,unknown,none,1
Lewis Lanster,male,alive,Civilian,Lewis,Lanster,unknown,none,1
Ser Orson Stone,male,alive,Ser,Orson,Stone,unknown,none,1
"Will, Will of the Woods",male,alive,Civilian,Will,unknown,unknown,Will of the Woods,1
Ser Lucifer Long,male,alive,Ser,Lucifer,Long,unknown,none,1
Webber,male,alive,Civilian,Webber,unknown,unknown,none,1
"Quenton Greyjoy, Cousin of Asha",male,dead,Civilian,Quenton,Greyjoy,unknown,Cousin of Asha,1
"Dagon Greyjoy, The Drunkard",male,dead,Civilian,Dagon,Greyjoy,unknown,The Drunkard,1
Cromm,male,dead,Civilian,Cromm,unknown,unknown,none,1
"Qarl Kenning, Queer Qarl Kenning",male,alive,Civilian,Qarl,Kenning,unknown,Queer Qarl Kenning,1
Qarl Quickaxe,male,alive,Civilian,Qarl,Quickaxe,unknown,none,1
"Hagen, The Horn",male,dead,Civilian,Hagen,unknown,unknown,The Horn,1
"Torgon Greyiron, The Latecomer",male,dead,Civilian,Torgon,Greyiron,unknown,The Latecomer,1
Urragon Goodbrother,male,dead,Civilian,Urragon,Goodbrother,unknown,none,1
Lorren Longaxe,male,alive,Civilian,Lorren,Longaxe,unknown,none,1
"Harl, Six-Toed Harl",male,dead,Civilian,Harl,unknown,unknown,Six-Toed Harl,1
Grimtongue,male,alive,Civilian,Grimtongue,unknown,unknown,none,1
"Rolfe, The Dwarf",male,dead,Civilian,Rolfe,unknown,unknown,The Dwarf,1
"Roggon, Rustbeard",male,alive,Civilian,Roggon,unknown,unknown,Rustbeard,1
"Dale, Droopeye Dale",male,alive,Civilian,Dale,unknown,unknown,Droopeye Dale,1
Methyso,male,alive,Civilian,Methyso,unknown,unknown,none,1
Alios Qhaedar,male,alive,Civilian,Alios,Qhaedar,unknown,none,1
"Widow of the Waterfront, Vogarro's Whore",female,alive,Civilian,unknown,unknown,unknown,"Widow of the Waterfront, Vogarro's Whore",1
Vogarro,male,dead,Civilian,Vogarro,unknown,unknown,none,1
Parquello Vaelaros,male,alive,Civilian,Parquello,Vaelaros,unknown,none,1
Belicho Staegone,male,alive,Civilian,Belicho,Staegone,unknown,none,1
Triarch Trianna,female,alive,Triarch,Trianna,unknown,unknown,none,1
Oppo,male,dead,Civilian,Oppo,unknown,unknown,none,1
Penny,female,alive,Civilian,Penny,unknown,unknown,none,1
"Prince Jacaerys Velaryon, Jace",male,dead,Prince,Jacaerys,Velaryon,unknown,Jace,1
"Garth, Of Wolf's Den",male,alive,Civilian,Garth,unknown,unknown,Of Wolf's Den,1
Therry,male,alive,Civilian,Therry,unknown,unknown,none,1
Ser Bartimus,male,alive,Ser,Bartimus,unknown,unknown,none,1
"King Osgood Arryn, The Old Falcon",male,dead,King / Queen,Osgood,Arryn,unknown,The Old Falcon,1
"King Oswin Arryn, The Talon",male,dead,King / Queen,Oswin,Arryn,unknown,The Talon,1
"Brandon Stark, Ice Eyes",male,dead,Civilian,Brandon,Stark,unknown,Ice Eyes,1
Wynafryd Manderly,female,alive,Civilian,Wynafryd,Manderly,unknown,none,1
Miklaz,male,alive,Civilian,Miklaz,unknown,unknown,none,1
Kezmya Pahl,female,alive,Civilian,Kezmya,Pahl,unknown,none,1
Ezzara,female,alive,Civilian,Ezzara,unknown,unknown,none,1
Morgan,male,alive,Civilian,Morgan,unknown,unknown,none,1
Merrel,male,alive,Civilian,Merrel,unknown,unknown,none,1
"Alf, Of Runnymudd",male,alive,Civilian,Alf,unknown,unknown,Of Runnymudd,1
Lord Harwood Stout,male,alive,Lord / Lady,Harwood,Stout,unknown,none,1
Will Short,male,alive,Civilian,Will,Short,unknown,none,1
Lady Barbrey Dustin (Ryswell),female,alive,Lord / Lady,Barbrey,Dustin,Ryswell,none,1
Roose Ryswell,male,alive,Civilian,Roose,Ryswell,unknown,none,1
Luton,male,dead,Civilian,Luton,unknown,unknown,none,1
Maester Uthor,male,dead,Maester,Uthor,unknown,unknown,none,1
Moqorro,male,alive,Civilian,Moqorro,unknown,unknown,none,1
Triarch Belicho,male,dead,Triarch,Belicho,unknown,unknown,none,1
Hop-Bean,male,dead,Civilian,Hop-Bean,unknown,unknown,none,1
Ash,unknown,alive,Civilian,Ash,unknown,unknown,none,1
Leaf,female,alive,Civilian,Leaf,unknown,unknown,none,1
Scales,unknown,alive,Civilian,Scales,unknown,unknown,none,1
Black Knife,unknown,alive,Civilian,Black Knife,unknown,unknown,none,1
Snowylocks,female,alive,Civilian,Snowylocks,unknown,unknown,none,1
Coals,unknown,alive,Civilian,Coals,unknown,unknown,none,1
Tom Barleycorn,male,alive,Civilian,Tom,Barleycorn,unknown,none,1
"Duncan Liddle, Big Liddle",male,alive,Civilian,Duncan,Liddle,unknown,Big Liddle,1
"Luke, Of Longtown",male,alive,Civilian,Luke,unknown,unknown,Of Longtown,1
Leathers,male,alive,Civilian,Leathers,unknown,unknown,none,1
Jax,male,alive,Civilian,Jax,unknown,unknown,none,1
Alysane Mormont,female,alive,Civilian,Alysane,Mormont,unknown,none,1
Lord Slate,male,dead,Lord / Lady,unknown,Slate,unknown,none,1
Maester Medrick,male,alive,Maester,Medrick,unknown,unknown,none,1
Maester Rhodry,male,alive,Maester,Rhodry,unknown,unknown,none,1
Maester Henly,male,alive,Maester,Henly,unknown,unknown,none,1
Maester Walys (Flowers),male,dead,Maester,Walys,unknown,Flowers,none,1
"Daenerys Targaryen, Daughter of Aegon IV",female,dead,Civilian,Daenerys,Targaryen,unknown,Daughter of Aegon IV,1
"Wun Weg Wun Dar Wun, Wun Wun",male,alive,Civilian,Wun,Weg Wun Dar Wun,unknown,Wun Wun,1
Myrtle,female,dead,Civilian,Myrtle,unknown,unknown,none,1
Holly,female,dead,Civilian,Holly,unknown,unknown,none,1
Rowan,female,dead,Civilian,Rowan,unknown,unknown,none,1
"Beron, Serjeant for House Dustin",male,alive,Civilian,Beron,unknown,unknown,Serjeant for House Dustin,1
"Morgan Liddle, Middle Liddle",male,alive,Civilian,Morgan,Liddle,unknown,Middle Liddle,1
"Lord Brandon Norrey, The Norrey",male,alive,Lord / Lady,Brandon,Norrey,unknown,The Norrey,1
"Hugo Wull, Big Bucket Wull",male,alive,Civilian,Hugo,Wull,unknown,Big Bucket Wull,1
Artos Flint,male,alive,Civilian,Artos,Flint,unknown,none,1
Lord Robin Peasebury,male,alive,Lord / Lady,Robin,Peasebury,unknown,none,1
Lyra Mormont,female,alive,Civilian,Lyra,Mormont,unknown,none,1
"Jorelle Mormont, Jory",female,alive,Civilian,Jorelle,Mormont,unknown,Jory,1
Benjicot Branch,male,alive,Civilian,Benjicot,Branch,unknown,none,1
Ser Harys Cobb,male,alive,Ser,Harys,Cobb,unknown,none,1
"William Foxglove, Will Foxglove",male,alive,Civilian,William,Foxglove,unknown,Will Foxglove,1
"Donnel Flint, Black Donnel Flint",male,alive,Civilian,Donnel,Flint,unknown,Black Donnel Flint,1
"Jack, Ginger Jack",male,alive,Civilian,Jack,unknown,unknown,Ginger Jack,1
Ser Narbert Grandison,male,alive,Ser,Narbert,Grandison,unknown,none,1
Ser Benethon Scales,male,alive,Ser,Benethon,Scales,unknown,none,1
Ser Brus Buckler,male,alive,Ser,Brus,Buckler,unknown,none,1
"Ser Patrek, Of King's Mountain",male,dead,Ser,Patrek,unknown,unknown,Of King's Mountain,1
"Ser Dorden, The Dour",male,alive,Ser,Dorden,unknown,unknown,The Dour,1
"Ser Malegorn, Of Redpool",male,alive,Ser,Malegorn,unknown,unknown,Of Redpool,1
Ser Lambert Whitewater,male,alive,Ser,Lambert,Whitewater,unknown,none,1
Ser Perkin Follard,male,alive,Ser,Perkin,Follard,unknown,none,1
Tycho Nestoris,male,alive,Civilian,Tycho,Nestoris,unknown,none,1
Dannel,male,alive,Civilian,Dannel,unknown,unknown,none,1
Cregan Karstark,male,alive,Civilian,Cregan,Karstark,unknown,none,1
Tormo Fregar,male,alive,Civilian,Tormo,Fregar,unknown,none,1
Pynto,male,alive,Civilian,Pynto,unknown,unknown,none,1
"Gelmarr, The Grim",male,dead,Civilian,Gelmarr,unknown,unknown,The Grim,1
Nurse,male,dead,Civilian,Nurse,unknown,unknown,none,1
Zahrina,female,alive,Civilian,Zahrina,unknown,unknown,none,1
Sweets,unknown,dead,Civilian,Sweets,unknown,unknown,none,1
Hildy,male,alive,Civilian,Hildy,unknown,unknown,none,1
Lady Barba Bracken,female,dead,Lord / Lady,Barba,Bracken,unknown,none,1
Lady Melissa Blackwood,female,dead,Lord / Lady,Melissa,Blackwood,unknown,none,1
Bethany Blackwood,female,alive,Civilian,Bethany,Blackwood,unknown,none,1
"Benjicot Blackwood, Bloody Ben Blackwood",male,dead,Civilian,Benjicot,Blackwood,unknown,Bloody Ben Blackwood,1
Robert Blackwood,male,dead,Civilian,Robert,Blackwood,unknown,none,1
Brynden Blackwood,male,alive,Civilian,Brynden,Blackwood,unknown,none,1
"Hoster Blackwood, Hos",male,alive,Civilian,Hoster,Blackwood,unknown,Hos,1
"Harry Rivers, Bastard of Bracken",male,dead,Civilian,Harry,Rivers,unknown,Bastard of Bracken,1
"Harry Merrell, Hot Harry Merrell",male,alive,Civilian,Harry,Merrell,unknown,Hot Harry Merrell,1
Harsley,male,dead,Civilian,Harsley,unknown,unknown,none,1
Lacey,female,dead,Civilian,Lacey,unknown,unknown,none,1
"Lord Torghen Flint, Old Flint/The Flint",male,alive,Lord / Lady,Torghen,Flint,unknown,Old Flint/The Flint,1
Gylo Rhegan,male,alive,Civilian,Gylo,Rhegan,unknown,none,1
Hero,male,alive,Civilian,Hero,unknown,unknown,none,1
Marghaz zo Loraq,male,alive,Civilian,Marghaz,zo Loraq,unknown,none,1
Squirrel,female,dead,Civilian,Squirrel,unknown,unknown,none,1
"Willow, Willow Witch-eye",female,dead,Civilian,Willow,unknown,unknown,Willow Witch-eye,1
Frenya,female,dead,Civilian,Frenya,unknown,unknown,none,1
"Tom Codd, Bloodless Tom",male,alive,Civilian,Tom,Codd,unknown,Bloodless Tom,1
"Daegon Shepherd, The Black Shepherd",male,alive,Civilian,Daegon,Shepherd,unknown,The Black Shepherd,1
"Rodrik Sparr, The Vole",male,alive,Civilian,Rodrik,Sparr,unknown,The Vole,1
Maester Kerwin,male,dead,Maester,Kerwin,unknown,unknown,none,1
Burton Humble,male,alive,Civilian,Burton,Humble,unknown,none,1
Longwater Pyke,male,alive,Civilian,Longwater,Pyke,unknown,none,1
Scar,male,dead,Civilian,Scar,unknown,unknown,none,1
Morgo,male,dead,Civilian,Morgo,unknown,unknown,none,1
Viserys Plumm,male,dead,Civilian,Viserys,Plumm,unknown,none,1
"Tybero Istarion, Inkpots",male,alive,Civilian,Tybero,Istarion,unknown,Inkpots,1
"Kasporio, The Cunning/The Cunt",male,alive,Civilian,Kasporio,unknown,unknown,The Cunning/The Cunt,1
"Maris, Black Maris",female,alive,Civilian,Maris,unknown,unknown,Black Maris,1
"Fulk, The Flea",male,alive,Civilian,Fulk,unknown,unknown,The Flea,1
"Garrett, Garrett Greenspear",male,alive,Civilian,Garrett,unknown,unknown,Garrett Greenspear,1
Soren Shieldbreaker,male,alive,Civilian,Soren,Shieldbreaker,unknown,none,1
Gerrick Kingsblood,male,alive,Civilian,Gerrick,Kingsblood,unknown,none,1
"Harle, The Huntsman",male,alive,Civilian,Harle,unknown,unknown,The Huntsman,1
"Harle, The Handsome",male,alive,Civilian,Harle,unknown,unknown,The Handsome,1
Howd Wanderer,male,alive,Civilian,Howd,Wanderer,unknown,none,1
Brogg,male,alive,Civilian,Brogg,unknown,unknown,none,1
Devyn Sealskinner,male,alive,Civilian,Devyn,Sealskinner,unknown,none,1
"Kyleg, Of the Wooden Ear",male,alive,Civilian,Kyleg,unknown,unknown,Of the Wooden Ear,1
"Morna, White Mask",female,alive,Civilian,Morna,unknown,unknown,White Mask,1
The Great Walrus,unknown,alive,Civilian,unknown,unknown,unknown,The Great Walrus,1
"Harghaz, The Hero",male,dead,Civilian,Harghaz,unknown,unknown,The Hero,1
Malo Jayn,male,alive,Civilian,Malo,Jayn,unknown,none,1
Ser Brendel Byrne,male,alive,Ser,Brendel,Byrne,unknown,none,1
Lord Armond Connington,male,dead,Lord / Lady,Armond,Connington,unknown,none,1
Ser Ronald Connington,male,dead,Ser,Ronald,Connington,unknown,none,1
Raymund Connington,male,alive,Civilian,Raymund,Connington,unknown,none,1
Alynne Connington,female,alive,Civilian,Alynne,Connington,unknown,none,1
Ronald Storm,male,alive,Civilian,Ronald,Storm,unknown,none,1
Dick Cole,male,alive,Civilian,Dick,Cole,unknown,none,1
Lymond Pease,male,alive,Civilian,Lymond,Pease,unknown,none,1
"Canty, Man-at-arms in Stannis' army",male,alive,Civilian,Canty,unknown,unknown,Man-at-arms in Stannis' army,1
Ser Humfrey Clifton,male,alive,Ser,Humfrey,Clifton,unknown,none,1
Ser Ormund Wylde,male,alive,Ser,Ormund,Wylde,unknown,none,1
"Ned Woods, Noseless Ned",male,alive,Civilian,Ned,Woods,unknown,Noseless Ned,1
Arthor Karstark,male,alive,Civilian,Arthor,Karstark,unknown,none,1
Fingers,male,alive,Civilian,Fingers,unknown,unknown,none,1
Rook,male,alive,Civilian,Rook,unknown,unknown,none,1
Tom Tidewood,male,alive,Civilian,Tom,Tidewood,unknown,none,1
"Steffar, Steffar Stammerer",male,alive,Civilian,Steffar,unknown,unknown,Steffar Stammerer,1
Manfryd Merlyn,male,alive,Civilian,Manfryd,Merlyn,unknown,none,1
Izembaro,male,alive,Civilian,Izembaro,unknown,unknown,none,1
Ser Robert Strong,male,dead,Ser,Robert,Strong,unknown,none,1
Bokkoko,male,alive,Civilian,Bokkoko,unknown,unknown,none,1
Snatch,male,alive,Civilian,Snatch,unknown,unknown,none,1
Kem,male,alive,Civilian,Kem,unknown,unknown,none,1
Hammer,male,alive,Civilian,Hammer,unknown,unknown,none,1
Kennet,male,dead,Civilian,Kennet,unknown,unknown,none,1
Nail,male,alive,Civilian,Nail,unknown,unknown,none,1
Steelskin,male,alive,Civilian,Steelskin,unknown,unknown,none,1
Shiera Seastar,female,dead,Civilian,Shiera,Seastar,unknown,none,1
Grazdar,male,alive,Civilian,Grazdar,unknown,unknown,none,1
